,CA,SVM,D,MA,B,M,C,MHR,CANS,L,P,IncO,IncN,CamO,CamN,ConO,ConN,Confi,HyMS,AMIP,OTI,BYA,CostN,AE,AEOCN,NServ,Nteam,TieL,Ent,Mom,Tem,CulM,Cre,Mod,Bar,Obj,Inf,BenNube,MedBNube,ML,Cluster,Nombre Cluster
104,77beba3ed92af6493bc397484c155da006400f85018162ac28800373732e930c,4.0,0.5,0.0,0.0,0.0,0.0,5e-06,0.0,32.59007151,5e-06,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,37.0,17.0,0.0,1.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.5,0.0,1.7591821587754848,1.0,1.0,Cluster Eficiencia en Entrega
105,cd709e4efda30ace9adb68093c1c315e44ead983e3c0e6ee36039c2f8e22b270,4.0,0.499146412,34.416666666666664,0.0833333333333333,0.0,0.0,15.536620366666668,0.0833333333333333,49.92466868,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.5,7.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.2288908394888793,1.4,2.0,Cluster Desafío en la Entrega
106,2eb87a7b55b28e942dadf0fa4fcf761094de69bf8ce46cb013b6e2f9d09d78bf,4.0,0.499146412,34.416666666666664,0.0,0.0,0.0,5e-06,0.0,135.5,18.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.5,1.0,1.0,0.0,36.5,16.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,1.0788129135683986,1.6,1.5,Cluster Avance y rápida recuperación
107,72743111ebf3c21e08f7262e445957d15302b83318f3a6d9256cb24356d6ea48,4.0,0.5,0.0,0.5,0.0,0.0,49.57421296016667,0.5,11.76866461,4.685057073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.5,1.0,1.0,0.0,42.0,9.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.839717395686354,1.2,1.5,Cluster Avance y rápida recuperación
108,2bab99331c9c305f92a26c8ac420b1a763fbc6316b9e8967c121019b9115c133,4.0,0.49801675975,20.916666666666668,0.3333333333333333,0.0,0.5,43.98449074166667,0.8333333333333334,90.04204395,179.32018815,1.0,1.5,0.0,1.5,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.5,1.5,1.5,42.5,11.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.8564500333751448,1.4,0.5,Cluster Transición en Progreso
109,ae07e523f805aa6f12a4f151cc6e02f1920a90ae3122f87ea4f2d1c540efa7c6,4.0,0.16666666666666666,0.0,0.0,0.0,0.0,5e-06,0.0,26.358134855,16.080671665,1.0,1.5,0.0,1.5,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.5,1.5,1.5,41.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5193023920532787,1.6,0.5,Cluster Transición en Progreso
110,a757045ef737ce316452753fe43e3d566dcc4bad6ce39602d47b89001d6d679c,4.0,0.49930534225,18.0,19.416666666666668,0.16666666666666666,0.16666666666666666,2210.63942130625,19.75,15.746956160000002,10.044281855,1.0,1.5,0.0,1.5,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.5,1.5,1.5,41.5,11.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.1206798085432514,1.4,0.5,Cluster Transición en Progreso
111,e84c59f34934bbc4f7c396bc1933d69a3f53d381de0b23d6b701c7a726eb634c,4.0,0.49930534225,18.0,0.0833333333333333,0.0,0.0,4.218865740833333,0.0833333333333333,19.79685953,7.451502895,1.0,1.5,0.0,1.5,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.5,1.5,1.5,41.5,11.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.8397080631044072,1.4,0.5,Cluster Transición en Progreso
112,bffebd1acb0ef63c7b939b120d1cbd8023db09517282a96b374353985c991507,4.0,0.5,0.0,0.0,0.0,0.0,5e-06,0.0,46.21190006,6.797404314999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.5,1.0,1.0,0.0,43.0,16.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,1.6355370137338872,1.6,1.5,Cluster Avance y rápida recuperación
113,ff790c2b71bd185fc4d725b3fbc5cfd62fb7e51b91f42a15a69d7ce33c36e3dd,4.0,0.4975143698333334,106.83333333333331,3.3333333333333335,0.0,0.4166666666666667,357.60298609191665,3.75,18.313404485,10.684768085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.5,1.0,1.0,0.0,44.0,6.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.3602387417689625,1.6,1.5,Cluster Avance y rápida recuperación
114,4bc2aabe3d0b788a5c2d04e24051ff88747c9b94b4a201ffb82beffd6563d1d6,4.0,0.496922806,77.83333333333333,0.0,0.0,0.0,5e-06,0.0,32.586643175,7.460658045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,1.5,1.0,1.5,1.5,1.5,0.0,43.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.7591849478428385,1.6,2.0,Cluster Desafío en la Entrega
115,fea6ef2b690ebead803a4991835dbd29f6893cb00797044343d52bd2d6807645,3.0,0.5,0.0,0.0,0.0,0.0,5e-06,0.0,34.731856515000004,3.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.5,4.5,1.5,1.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.5,1.5,1.7333153198023885,1.6,-0.5,Cluster de adaptación
116,9b80ed94b973d631e83042dfb49a35e80d5673ee5b70edaf38772d8e1f2ed809,4.0,0.4994843128333334,32.166666666666664,0.0,0.0,0.0,5e-06,0.0,53.9965961,7.69806022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.5,1.0,1.0,0.0,45.0,18.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.592881734104898,1.6,1.5,Cluster Avance y rápida recuperación
117,4edee0c5d690e4e34ee964b880503e1478995f7429ca719903e0f36df09a08d5,4.0,0.4994843128333334,32.166666666666664,2.6666666666666665,0.0,0.25,201.3552777783333,2.9166666666666665,29.221831705,23.35974919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.5,1.0,1.0,0.0,45.0,18.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.2947373390672872,1.6,1.5,Cluster Avance y rápida recuperación
118,af09103644910c56b1b760917b64091bc4139847c0585d495e8403ca3a40f00b,4.5,0.5,0.0,0.75,0.8333333333333334,0.0,48.5594444485,1.5833333333333333,15.01479091,6.47618358,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,45.5,2.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.839717395686354,1.2,2.0,Cluster Desafío en la Entrega
119,e438c51f7cd7a241bec473a6973f31db84947542016dedfdd21e8099b72e9fab,4.5,0.47937032625,596.0833333333334,1.3333333333333333,0.16666666666666666,0.9166666666666666,58.375115734,2.4166666666666665,49.42273727,24.903294400000004,1.0,1.5,1.0,1.5,0.0,1.5,1.0,1.5,0.0,1.5,0.0,1.5,0.0,0.0,46.0,18.0,1.5,1.0,1.0,1.0,0.5,1.5,0.5,1.0,1.5,1.5,1.5,1.175908750657816,1.6,0.0,Cluster Estrategia Optimizada
120,65f6d699fc34f4fba7abf82a8df42f925ca485530da5b40463c62b7c38810aab,4.5,0.4856803991666666,518.0,0.0,0.0,0.0,5e-06,0.0,163.24506245,26.88819322,1.0,1.5,1.0,1.5,0.0,1.5,1.0,1.5,0.0,1.5,0.0,1.5,0.0,0.0,46.5,18.0,1.5,1.0,1.0,1.0,0.5,1.5,0.5,1.0,1.5,1.5,1.5,0.9664233212948912,1.6,0.0,Cluster Estrategia Optimizada
121,af53337d43bff12b513f4995b5a606e60da51c41435c2e49c2cc9aec4e866f57,3.0,0.4938026774166666,124.5,0.0,0.0,0.0,5e-06,0.0,83.17966925,5.47602749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47.0,4.5,1.5,1.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.5,1.5,1.503981827498814,1.6,-0.5,Cluster de adaptación
122,b1eec6d46a23ecd4970e0010f3db39ce10a3415b51b139771650d466069eccb2,4.0,0.5,0.0,0.0,0.0833333333333333,0.16666666666666666,0.659375,0.25,19.79685953,7.451502895,1.0,1.5,0.0,1.5,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.5,1.5,1.5,47.5,11.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.839717395686354,1.4,0.5,Cluster Transición en Progreso
123,411fe54d04d59d3005b95c009652e4450c114fa179690498eb0cac0bc515f265,4.0,0.49601456275,176.0,0.0,0.0,0.0,5e-06,0.0,59.1210247,90.04192485,0.0,1.0,0.0,1.5,0.0,1.5,1.0,1.5,0.0,1.5,1.5,1.0,1.0,1.0,48.0,14.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9669984328171772,1.4,-0.5,Cluster de adaptación
124,845ffcc488b2138d0ec9cb903194b45c9b344104ec4267dab7c88bdf10618768,4.0,0.49601456275,176.0,0.0833333333333333,0.0,0.16666666666666666,1.96233796275,0.25,17.39001671,4.9692324115,0.0,1.0,0.0,1.5,0.0,1.5,1.0,1.5,0.0,1.5,1.5,1.0,1.0,1.0,48.0,14.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.839663852168371,1.6,-0.5,Cluster de adaptación
125,39337d439eb68b96e3af6b9f9f305096e06d74dc47d4b62894f6e57aac4479b5,4.5,0.4992943548333334,31.5,0.0,0.0,0.0,5e-06,0.0,11.759114585,32.411716705,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,1.5,1.5,1.5,0.0,0.0,48.5,10.0,1.5,1.0,1.0,1.0,0.5,1.5,0.5,1.0,1.5,1.5,1.5,1.3471355335715463,1.6,0.0,Cluster Estrategia Optimizada
126,d30585967ba0caee2bbc07f4c4bd024a5bc5d3cd6a2c68ac37edec14495f45d7,4.0,0.4956951955,186.41666666666666,0.25,0.16666666666666666,0.0833333333333333,25.051435185416665,0.5,18.35098775,1.6227296005000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.5,1.0,1.0,0.0,49.0,18.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.839659561535996,1.6,1.5,Cluster Avance y rápida recuperación
127,f0eabe7e094380afb82af81269cc53cf354d7584dfbb966d03c4b2e855e8b9b5,4.0,0.4956951955,186.41666666666666,0.0,0.0,0.0,5e-06,0.0,53.9965961,7.69806022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.5,1.0,1.0,0.0,49.0,18.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.5928308281040378,1.0,1.5,Cluster Avance y rápida recuperación
128,16c88be03718ad7bb39df74d5da53d6059a830d85884983184c2933623f29094,4.5,0.48966312075,442.75,0.16666666666666666,0.0,0.0833333333333333,14.692870367583334,0.25,19.38045924,10.389950205,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,1.5,1.5,1.5,0.0,0.0,50.0,10.0,1.5,1.0,1.0,1.0,0.5,1.5,0.5,1.0,1.5,1.5,1.5,1.7156501967274083,1.6,0.0,Cluster Estrategia Optimizada
129,b85a9d688b60a8a69b4954d9c0b50257e78e17301ba244bf8bbef61f0e88a038,4.5,0.48966312075,442.75,0.0,0.0,0.0,5e-06,0.0,21.890358895,11.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,1.5,1.5,1.5,0.0,0.0,50.0,10.0,1.5,1.0,1.0,1.0,0.5,1.5,0.5,1.0,1.5,2.0,0.0,1.8395785218701848,1.0,0.0,Cluster Estrategia Optimizada
130,2e2d71b3de153d4ca652c76f6de1c494ea0b5bb8fd1b5352d849f0a873d3d3cc,4.5,0.5,0.0,0.0,0.0,0.0,5e-06,0.0,29.82565085,14.704564985,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,1.5,1.5,1.5,0.0,0.0,50.5,10.0,1.5,1.0,1.0,1.0,0.5,1.5,0.5,1.0,1.5,2.0,1.5,1.514930920463706,1.6,0.0,Cluster Estrategia Optimizada
131,29cca1945220725070b20dd71b65c0c24de8b049e2a1cdbf04c4301127fe3218,4.0,0.5,0.0,0.0,0.0,0.0,5e-06,0.0,46.21190006,6.797404314999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.5,1.0,1.0,0.0,51.0,16.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.6355370137338872,1.4,1.5,Cluster Avance y rápida recuperación
132,8a4f8c42c73474bfb513a208841f8662be225a135acb407f3285d92ea5370971,4.0,0.4970277653333333,133.0,0.0,0.0,0.0833333333333333,0.2703240740833333,0.0833333333333333,96.94598005,19.129723115,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,49.5,3.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.108875440485224,1.6,-0.5,Cluster de adaptación
133,1361d01b677e0e4215cf914906cf6ef20b01883b1b8c962a7d54a0b04b510583,4.0,0.4991512345833334,13.75,1.0,0.0,0.0,81.06430555716668,1.0,42.362112085,8.805382525,1.0,1.5,0.0,1.5,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.5,1.5,1.5,51.5,11.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.6361189902879836,1.4,0.5,Cluster Transición en Progreso
134,fd7d2f8f1e049eba09c19a6b6e9312e67f6953ddbc413533b63821d950bf5064,4.0,0.4991512345833334,13.75,0.0,0.0,0.0,5e-06,0.0,19.79685953,7.451502895,1.0,1.5,0.0,1.5,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.5,1.5,1.5,51.5,11.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.8397059927000565,1.4,0.5,Cluster Transición en Progreso
135,cc29dad9213e170b46b5cf9685b1d5fff770ccfff3e8df1fdfc6d6032e75fe17,4.75,0.4997417355,3.75,1.5833333333333333,0.0,0.0,75.62296296558334,1.5833333333333333,19.2961169,6.563250659999998,0.0,1.5,0.0,1.5,0.0,0.0,1.5,1.5,0.0,1.5,1.5,1.5,0.0,0.0,59.5,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.8397139259566773,1.6,-0.5,Cluster de adaptación
136,c3828d588aa58da7fac883c4466736ce1667b569a00c78c85d1be2cc7bfc145a,4.5,0.49908803575,27.166666666666668,12.333333333333334,0.0,0.0833333333333333,118.56826388333332,12.416666666666664,11.76866461,4.685057073,0.0,1.0,0.0,1.5,0.0,1.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,52.0,16.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.8397051436369156,1.2,1.0,Cluster Eficiencia en Entrega
137,26d8d3e5ecd5e94ba272d3d2d5fb4d277c881cef436a1fa3e5556d8a2f26dc96,4.5,0.49908803575,27.166666666666668,0.0,0.0,0.0,5e-06,0.0,11.76866461,4.685057073,0.0,1.0,0.0,1.5,0.0,1.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,52.0,16.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.8397051436369156,1.2,1.0,Cluster Eficiencia en Entrega
138,cf52197f4bde2209e08226f2f7c64b62926f99b814a87425713bbfe5bfa2d6b2,4.0,0.5,0.0,0.0,0.0,0.0,5e-06,0.0,18.30936508,4.8928648915,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,1.5,1.0,1.5,1.5,1.5,0.0,53.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.839717395686354,1.2,2.0,Cluster Desafío en la Entrega
139,5d8375b0de9379bb0b2c978781c132f53583ebd2fbd18e8b74da756f01bf08e0,4.5,0.49756258175,139.0,2.0833333333333335,0.0,0.0,15.063634259833334,2.0833333333333335,11.76866461,4.685057073,0.0,1.0,0.0,1.5,0.0,1.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,52.5,16.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.839684649480677,1.2,1.0,Cluster Eficiencia en Entrega
140,c1e0be74a7b37db32f71aa202597157fdc3b129ef66d0210c3fd60b9f8d26a64,4.75,0.49756258175,139.0,14.166666666666664,0.3333333333333333,0.0833333333333333,670.0984027723333,14.583333333333334,28.797041090000004,17.21483102,0.0,1.5,0.0,1.5,0.0,0.0,1.5,1.5,0.0,1.5,1.5,1.5,0.0,0.0,52.5,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9828145484866324,1.2,-0.5,Cluster de adaptación
141,9e00b288ef7d0e86a0c5541a3314f36de5338d1d8f1f2f11cb42ddf14bc65564,4.5,0.4972663139166666,41.333333333333336,0.16666666666666666,0.0,0.0,0.64050925925,0.16666666666666666,11.76866461,4.685057073,0.0,1.0,0.0,1.5,0.0,1.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,53.0,16.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.8396806691841456,1.2,1.0,Cluster Eficiencia en Entrega
142,a0a2fc8da4591dc3fc5c072c61a27bd7b4ee07bea5b129def6d0f4019f1625d4,4.75,0.4972663139166666,41.333333333333336,2.6666666666666665,0.0833333333333333,0.0,128.11652778791668,2.75,32.362870125,12.199284575,0.0,1.5,0.0,1.5,0.0,0.0,1.5,1.5,0.0,1.5,1.5,1.5,0.0,0.0,53.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.5576905259012548,1.2,-0.5,Cluster de adaptación
143,51145b6a79673055b8055f60fc4cb9ab25f55d77457f55e4bc940b39dc451637,4.0,0.4995091419166666,20.916666666666668,12.583333333333334,0.0,0.0,372.3556481544167,12.583333333333334,18.30936508,4.8928648915,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,1.5,1.0,1.5,1.5,1.5,0.0,54.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.486250461679174,1.2,2.0,Cluster Desafío en la Entrega
144,a9c9fd2b6f8437d839ee923c117723ba020f4064f37a5ee26fac852692b51179,4.5,0.4995091419166666,20.916666666666668,11.166666666666664,0.0,0.0,301.94780093366666,11.166666666666664,15.625,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.5,1.5,1.0,1.0,1.0,54.0,8.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.5592446962031825,1.2,1.5,Cluster Avance y rápida recuperación
145,2d09f813eaa308296e7dd8ac72c65936fe34cb924157fb895ed5c04ec17042a1,4.5,0.49935899,27.75,0.0,0.0,0.0,5e-06,0.0,11.76866461,4.685057073,0.0,1.0,0.0,1.5,0.0,1.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,54.5,16.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.839708783850736,1.2,1.0,Cluster Eficiencia en Entrega
146,2c45d4cb928da4b48dabf06c4fd6d372add3e16ed4e8e1529bb9d98643f02e2a,4.5,0.49935899,27.75,0.0833333333333333,0.0,0.0,0.229212963,0.0833333333333333,11.76866461,4.685057073,0.0,1.0,0.0,1.5,0.0,1.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,54.5,16.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.839708783850736,1.2,1.0,Cluster Eficiencia en Entrega
147,5c3b525a48d661357dd152d5791c9c52152d39009570d2385bff3b61c80d25eb,4.5,0.4988713811666667,48.41666666666666,13.833333333333334,0.3333333333333333,0.0,187.985601847,14.166666666666664,11.76866461,4.685057073,0.0,1.0,0.0,1.5,0.0,1.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,55.0,16.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.793260814882322,1.2,1.0,Cluster Eficiencia en Entrega
148,e4a6464bd085b30a4d842ac847a2e5f14ab32a88c554b77dd33657f9fcab0868,4.5,0.4992280034166667,18.25,0.4166666666666667,0.0,0.0,27.381435188666668,0.4166666666666667,11.76866461,4.685057073,0.0,1.0,0.0,1.5,0.0,1.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,55.5,16.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.839707024073316,1.2,1.0,Cluster Eficiencia en Entrega
149,2b946777f018f3e1ecc1005f92d9ab7cb2785f8b6dfe442843f35e8e5ec44cd0,4.5,0.4992280034166667,18.25,0.5,0.0,0.0,31.38923610916666,0.5,11.76866461,4.685057073,0.0,1.0,0.0,1.5,0.0,1.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,55.5,16.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.839707024073316,1.2,1.0,Cluster Eficiencia en Entrega
150,d87fa53ca3e721eb6825c5748f45a2d542156c620e5192966b06776c8753f21c,4.0,0.5,0.0,0.0,0.0,0.0,5e-06,0.0,22.934349369999996,3.9500000000000006,1.5,1.5,1.5,1.5,0.0,0.0,1.5,1.5,1.5,1.5,0.0,0.0,1.5,1.5,60.0,13.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.839717395686354,1.6,1.5,Cluster Avance y rápida recuperación
151,2b5516937f383db5d5fba0c4d82313eb95d8eb749868b9e86ab0a14a1b0e9252,4.5,0.5,0.0,5.0,0.0,0.0,211.05675926425,5.0,15.01479091,6.47618358,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,56.0,2.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.7254957785984155,1.4,2.0,Cluster Desafío en la Entrega
152,53b0899fab5ab0646e386d8e3814bf359d3de67d78f76f5f1ea5ee0d30e901f1,4.0,0.5,0.0,0.0,0.0,0.0,5e-06,0.0,49.92466868,11.295566225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.5,7.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.4461089521752215,1.4,2.0,Cluster Desafío en la Entrega
153,71e4d2b400b8762062b9154ab4971a4bd49b72321f50ecb800e5807cae8bfac2,4.0,0.5,0.0,0.0,0.0,0.0,5e-06,0.0,21.879382339999996,19.43016242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.5,1.0,1.0,0.0,61.0,8.0,1.5,1.5,1.0,0.0,1.0,1.0,1.0,1.5,0.5,1.0,1.0,1.463348407592223,1.4,0.0,Cluster Estrategia Optimizada
154,4c9019e58a86e9b295ae31aca55aeacc588b18657159cad7a0d00842f5325260,4.5,0.5,0.0,0.75,0.0,0.0,90.11574073583334,0.75,23.650350975,5.09573196,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.5,61.5,9.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.839717395686354,1.6,0.5,Cluster Transición en Progreso
155,e1282a7f4030cd6e09b1a6420d925bd4a942fffbc55ea7e62ade0887c44d615a,4.0,0.4989365986666667,44.166666666666664,9.083333333333334,0.0833333333333333,0.0833333333333333,790.9555324228335,9.25,19.79685953,1.0,1.0,1.5,0.0,1.5,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.5,1.5,1.5,56.5,11.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.3205718054930884,1.4,0.5,Cluster Transición en Progreso
156,87234e5bb3f981741bfaeb90d27daea8803840ebbd526032cca2aec72f579037,4.0,0.5,0.0,0.16666666666666666,0.0,0.0,15.773611110833334,0.16666666666666666,19.79685953,7.451502895,1.0,1.5,0.0,1.5,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.5,1.5,1.5,57.0,11.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.839717395686354,1.4,0.5,Cluster Transición en Progreso
157,443690560ae6173d1ada0644a7a47ec886a2f0fb9976a9fe5139b73cb6edc8df,5.0,0.4935956790833334,84.83333333333333,1.4166666666666665,0.9166666666666666,0.0833333333333333,114.69060184341664,2.4166666666666665,31.985500060000003,24.33858623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,62.0,15.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.332144160851465,1.6,1.5,Cluster Avance y rápida recuperación
158,4060540fb4dfc0ee3cf33f46887aad6aae916afbb4de74b0222f3b89068aaa70,4.5,0.5,0.0,0.16666666666666666,0.0,0.0,11.920787035,0.16666666666666666,15.625,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.5,1.5,1.0,1.0,1.0,57.5,8.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.839717395686354,1.4,1.5,Cluster Avance y rápida recuperación
159,6b3e9fdeed9b2c8acb470479d7c76d1aafe9b48c73f1ffa8a341bbb563de2251,4.0,0.49862103175,23.166666666666668,2.3333333333333335,1.3333333333333333,0.0,109.13733796425,3.6666666666666665,19.79685953,7.451502895,1.0,1.5,0.0,1.5,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.5,1.5,1.5,58.0,11.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.839698869535605,1.4,0.5,Cluster Transición en Progreso
160,1b4d0be71ddef3ca786caddeaceb5c4a992b40dfacdeceb19595fa56f8f86c76,4.0,0.0,0.0,0.0,0.0,0.0,5e-06,0.0,46.21190006,11.289324275,1.0,1.5,0.0,1.5,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.5,1.5,1.5,58.5,16.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,1.461666837339806,1.6,0.5,Cluster Transición en Progreso
